ensembl_id	hgnc_symbol	chr	start	end	strand
ENSG00000207169	RNU6-24P	17	74333397	74333503	1
ENSG00000244395	RBMY1D	Y	24026223	24040673	-1
ENSG00000172297	GOLGA2P3Y	Y	27600708	27606719	1
ENSG00000238590	RNU7-54P	7	128083503	128083564	-1
ENSG00000222248	RNA5SP201	6	3088920	3089043	-1
ENSG00000258501	EIF3LP1	14	82382575	82384232	1
ENSG00000184650	ODF4	17	8243182	8249364	1
ENSG00000216819	TUBB2BP1	6	3177278	3179998	-1
ENSG00000114988	LMAN2L	2	97371666	97405801	-1
ENSG00000205583	STAG3L1	7	74988448	75024657	1
ENSG00000188338	SLC38A3	3	50242679	50258411	1
ENSG00000182742	HOXB4	17	46652875	46657473	-1
ENSG00000183530	PRR14L	22	32072242	32146126	-1
ENSG00000105948	TTC26	7	138818490	138876732	1
ENSG00000259032	ENSAP2	14	83159048	83159399	-1
ENSG00000187049	TMEM216	11	61159159	61166335	1
ENSG00000252994	RNU6-1231P	10	104563686	104563788	1
ENSG00000253755	IGHGP	14	106130970	106136180	-1
ENSG00000171865	RNASEH1	2	3592383	3606206	-1
ENSG00000203886	CYP17A1-AS1	10	104592478	104594273	1
ENSG00000184349	EFNA5	5	106712590	107006596	-1
ENSG00000104055	TGM5	15	43524793	43559055	-1
ENSG00000240766	PLCXD2-AS1	3	111395583	111396280	-1
ENSG00000184619	KRBA2	17	8271955	8280029	-1
ENSG00000239439	RFKP2	3	111749778	111750496	-1
ENSG00000213061	PFN1P11	10	104597768	104605230	-1
ENSG00000115364	MRPL19	2	75873909	75917977	1
ENSG00000143006	DMRTB1	1	53925072	53933161	1
ENSG00000252369	RNU7-51P	14	83514923	83514984	1
ENSG00000213140	ELK2AP	14	106138645	106139651	-1
ENSG00000196976	LAGE3	X	153706028	153707596	-1
ENSG00000187990	HIST1H2BG	6	26216428	26216872	-1
ENSG00000238561	RNU6ATAC28P	14	84216728	84216845	1
ENSG00000207940	MIR567	3	111831648	111831745	1
ENSG00000236937	PTGES3P4	10	104605352	104605707	1
ENSG00000048544	MRPS10	6	42174539	42185603	-1
ENSG00000138744	NAAA	4	76831809	76862204	-1
ENSG00000201080	RNU6-372P	10	104628178	104628276	1
ENSG00000169217	CD2BP2	16	30362087	30366682	-1
ENSG00000120075	HOXB5	17	46668619	46671323	-1
ENSG00000083635	NUFIP1	13	45513384	45563618	-1
ENSG00000165131	C7orf34	7	142636440	142637955	1
ENSG00000066027	PPP2R5A	1	212458879	212535200	1
ENSG00000107341	UBE2R2	9	33817565	33920402	1
ENSG00000187010	RHD	1	25598884	25656936	1
ENSG00000172264	MACROD2	20	13976015	16033842	1
ENSG00000063761	ADCK1	14	78266426	78401355	1
ENSG00000213277	MARCKSL1P1	10	104935311	104935851	1
ENSG00000146247	PHIP	6	79645584	79787953	-1
ENSG00000242485	MRPL20	1	1337288	1342693	-1
ENSG00000163597	SNHG16	17	74553848	74561430	1
ENSG00000004848	ARX	X	25021811	25034065	-1
ENSG00000161970	RPL26	17	8280838	8286531	-1
ENSG00000166689	PLEKHA7	11	16799842	17035990	-1
ENSG00000108511	HOXB6	17	46671639	46682354	-1
ENSG00000174332	GLIS1	1	53971910	54199877	-1
ENSG00000173890	GPR160	3	169755717	169803191	1
ENSG00000196263	ZNF471	19	57019212	57041590	1
ENSG00000199237	RNU6-834P	12	49986887	49986996	1
ENSG00000185252	ZNF74	22	20748405	20762745	1
ENSG00000133114	GPALPP1	13	45563687	45607746	1
ENSG00000258284	POLR2KP1	12	49987874	49988041	1
ENSG00000176774	MAGEB18	X	26156460	26158852	1
ENSG00000258104	HIGD1AP9	12	50013117	50013395	1
ENSG00000176746	MAGEB6	X	26210557	26213763	1
ENSG00000127884	ECHS1	10	135175984	135187193	-1
ENSG00000257730	LSM6P2	12	50164743	50164919	1
ENSG00000242525	OR7E100P	3	112243034	112244048	-1
ENSG00000173692	PSMD1	2	231921578	232037541	1
ENSG00000160179	ABCG1	21	43619799	43717354	1
ENSG00000258057	BCDIN3D-AS1	12	50222325	50234926	1
ENSG00000188408	MAGEB5	X	26234286	26236387	1
ENSG00000125952	MAX	14	65472892	65569413	-1
ENSG00000175514	GPR152	11	67218772	67220200	-1
ENSG00000204386	NEU1	6	31825436	31830683	-1
ENSG00000068137	PLEKHH3	17	40819932	40829048	-1
ENSG00000182500	ORAI1	12	122064455	122080583	1
ENSG00000145743	FBXL17	5	107194736	107717799	-1
ENSG00000080573	COL5A3	19	10070237	10121147	-1
ENSG00000189186	DCAF8L2	X	27608499	27766908	1
ENSG00000031081	ARHGAP31	3	119013220	119139561	1
ENSG00000119862	LGALSL	2	64681103	64688515	1
ENSG00000124827	GCM2	6	10873456	10882174	-1
ENSG00000175544	CABP4	11	67219877	67226699	1
ENSG00000224916	APOC4-APOC2	19	45445495	45452822	1
ENSG00000059728	MXD1	2	70124820	70170077	1
ENSG00000177689	MAGEB10	X	27826107	27841131	1
ENSG00000256771	ZNF253	19	19976695	20005483	1
ENSG00000171863	RPS7	2	3622795	3628509	1
ENSG00000166569	CPLX4	18	56942388	56985881	-1
ENSG00000135679	MDM2	12	69201956	69239214	1
ENSG00000226372	DCAF8L1	X	27996110	27999566	-1
ENSG00000259414	HERC2P7	15	23388289	23392657	1
ENSG00000124789	NUP153	6	17615269	17706656	-1
ENSG00000188342	GTF2F2	13	45694650	45858237	1
ENSG00000267467	APOC4	19	45445495	45452820	1
ENSG00000166997	CNPY4	7	99717236	99723134	1
ENSG00000114107	CEP70	3	138213186	138313380	-1
ENSG00000155755	TMEM237	2	202484907	202508293	-1
ENSG00000065600	TMEM206	1	212537273	212588243	-1
ENSG00000175676	GOLGA8EP	15	23435096	23448420	1
ENSG00000169306	IL1RAPL1	X	28605516	29974840	1
ENSG00000136518	ACTL6A	3	179280668	179306196	1
ENSG00000184635	ZNF93	19	20011722	20046384	1
ENSG00000127554	GFER	16	2034208	2037750	1
ENSG00000074695	LMAN1	18	56995055	57027194	-1
ENSG00000235098	ANKRD65	1	1353800	1357149	-1
ENSG00000183918	SH2D1A	X	123480194	123507005	1
ENSG00000103647	CORO2B	15	68871308	69020145	1
ENSG00000234906	APOC2	19	45449243	45452822	1
ENSG00000139292	LGR5	12	71833550	71980090	1
ENSG00000265770	RN7SL660P	14	32911547	32911843	1
ENSG00000196141	SPATS2L	2	201170604	201346986	1
ENSG00000005436	GCFC2	2	75879126	75938115	-1
ENSG00000124496	TRERF1	6	42192669	42419789	-1
ENSG00000258897	EGLN3-AS1	14	34509303	34528506	1
ENSG00000109689	STIM2	4	26859300	27027003	1
ENSG00000129003	VPS13C	15	62144588	62352672	-1
ENSG00000188483	IER5L	9	131937835	131940540	-1
ENSG00000180332	KCTD4	13	45766988	45775175	-1
ENSG00000163154	TNFAIP8L2	1	151129105	151132225	1
ENSG00000204713	TRIM27	6	28870779	28891766	-1
ENSG00000260027	HOXB7	17	46684594	46710934	-1
ENSG00000137269	LRRC1	6	53659295	53788919	1
ENSG00000099399	MAGEB2	X	30233677	30238206	1
ENSG00000206596	RNU1-27P	14	35015920	35016083	1
ENSG00000206588	RNU1-28P	14	35025432	35025595	-1
ENSG00000139160	METTL20	12	31800094	31826048	1
ENSG00000127561	SYNGR3	16	2039661	2044276	1
ENSG00000198798	MAGEB3	X	30248553	30255607	1
ENSG00000136542	GALNT5	2	158114110	158170723	1
ENSG00000240463	RPS19P3	14	35037895	35038335	-1
ENSG00000253003	RNU6-1261P	14	35145097	35145200	1
ENSG00000154262	ABCA6	17	67074843	67138029	-1
ENSG00000120289	MAGEB4	X	30260057	30262293	1
ENSG00000149532	CPSF7	11	61170121	61197503	-1
ENSG00000117691	NENF	1	212606229	212619714	1
ENSG00000242962	RN7SL106P	15	23443616	23443894	1
ENSG00000182324	KCNJ14	19	48958766	48969367	1
ENSG00000251726	RNU7-41P	14	35314506	35314566	-1
ENSG00000148335	NTMT1	9	132371163	132398209	1
ENSG00000197124	ZNF682	19	20107867	20150315	-1
ENSG00000259325	SPATA31E3P	15	23466152	23471888	-1
ENSG00000172663	TMEM134	11	67231824	67236743	-1
ENSG00000214107	MAGEB1	X	30261847	30270155	1
ENSG00000139613	SMARCC2	12	56556767	56583351	-1
ENSG00000077232	DNAJC10	2	183580999	183659191	1
ENSG00000058804	NDC1	1	54231133	54304533	-1
ENSG00000214309	MBLAC1	7	99724317	99726118	1
ENSG00000140350	ANP32A	15	69070874	69113236	-1
ENSG00000182646	FAM156A	X	52976462	53024651	-1
ENSG00000196405	EVL	14	100437786	100610573	1
ENSG00000104853	CLPTM1	19	45457842	45496599	1
ENSG00000107890	ANKRD26	10	27280843	27389421	-1
ENSG00000169297	NR0B1	X	30322323	30327715	-1
ENSG00000169981	ZNF35	3	44690219	44702283	1
ENSG00000114735	HEMK1	3	50606583	50622366	1
ENSG00000242502	RN7SL536P	15	23608428	23608706	1
ENSG00000188191	PRKAR1B	7	588834	767287	-1
ENSG00000163156	SCNM1	1	151129140	151142773	1
ENSG00000265673	MIR4508	15	23807209	23807278	-1
ENSG00000179058	C9orf50	9	132374504	132383055	-1
ENSG00000188186	LAMTOR4	7	99746530	99753567	1
ENSG00000133112	TPT1	13	45911008	45915505	-1
ENSG00000120280	CXorf21	X	30576941	30595961	-1
ENSG00000198246	SLC29A3	10	73079015	73123142	1
ENSG00000197603	C5orf42	5	37106330	37249530	-1
ENSG00000108641	B9D1	17	19240867	19281495	-1
ENSG00000164896	FASTK	7	150773711	150777953	-1
ENSG00000159495	TGM7	15	43568478	43594453	-1
ENSG00000213988	ZNF90	19	20188803	20237885	1
ENSG00000215252	GOLGA8B	15	34817408	34880704	-1
ENSG00000105443	CYTH2	19	48972289	48985571	1
ENSG00000198301	SDAD1	4	76862103	76912115	-1
ENSG00000162772	ATF3	1	212738676	212794119	1
ENSG00000070961	ATP2B1	12	89981828	90103077	-1
ENSG00000167962	ZNF598	16	2047655	2059824	-1
ENSG00000229256	ST13P13	10	104975466	104976557	1
ENSG00000148331	ASB6	9	132399171	132404444	-1
ENSG00000212413	RNU11-3P	10	105072193	105072325	-1
ENSG00000221767	MIR1307	10	105154010	105154158	-1
ENSG00000137073	UBAP2	9	33921691	34048947	-1
ENSG00000215644	GCGR	17	79762008	79771889	1
ENSG00000160180	TFF3	21	43731777	43735761	-1
ENSG00000145592	RPL37	5	40825364	40835437	-1
ENSG00000114737	CISH	3	50643921	50649262	-1
ENSG00000244486	SCARF2	22	20778874	20792146	-1
ENSG00000183287	CCBE1	18	57098172	57364612	-1
ENSG00000196653	ZNF502	3	44754135	44765323	1
ENSG00000205116	TMEM88B	1	1361508	1363167	1
ENSG00000145782	ATG12	5	115163893	115177555	-1
ENSG00000158480	SPATA2	20	48519928	48532080	-1
ENSG00000056097	ZFR	5	32354456	32444867	-1
ENSG00000179403	VWA1	1	1370241	1378262	1
ENSG00000160181	TFF2	21	43766466	43771237	-1
ENSG00000181019	NQO1	16	69740899	69760854	-1
ENSG00000139714	MORN3	12	122089024	122110537	-1
ENSG00000151743	AMN1	12	31824071	31882108	-1
ENSG00000198814	GK	X	30671476	30748725	1
ENSG00000206616	RNU6-741P	15	24022584	24022690	-1
ENSG00000169221	TBC1D10B	16	30368423	30381585	-1
ENSG00000125848	FLRT3	20	14303634	14318262	-1
ENSG00000260232	PWRN4	15	24220319	24248582	1
ENSG00000167157	PRRX2	9	132427920	132484875	1
ENSG00000186446	ZNF501	3	44771088	44778575	1
ENSG00000260551	PWRN2	15	24407901	24415095	-1
ENSG00000160182	TFF1	21	43782391	43786703	-1
ENSG00000223705	NSUN5P1	7	75039605	75046066	1
ENSG00000132357	CARD6	5	40841286	40860275	1
ENSG00000162771	FAM71A	1	212797789	212800120	1
ENSG00000114738	MAPKAPK3	3	50648951	50686720	1
ENSG00000168806	LCMT2	15	43619974	43622803	-1
ENSG00000148344	PTGES	9	132500610	132515326	-1
ENSG00000169026	MFSD7	4	675618	683230	-1
ENSG00000124226	RNF114	20	48552948	48570429	1
ENSG00000123685	BATF3	1	212859760	212873327	-1
ENSG00000215915	ATAD3C	1	1385069	1405538	1
ENSG00000164818	HEATR2	7	766338	829190	1
ENSG00000204946	ZNF783	7	148959262	148994393	1
ENSG00000164708	PGAM2	7	44102326	44105186	-1
ENSG00000155052	CNTNAP5	2	124782864	125672864	1
ENSG00000168803	ADAL	15	43622872	43646096	1
ENSG00000136816	TOR1B	9	132565432	132573560	1
ENSG00000183971	NPW	16	2059927	2070756	1
ENSG00000228474	OST4	2	27293340	27294641	-1
ENSG00000163155	LYSMD1	1	151132224	151138424	-1
ENSG00000253692	IGHEP1	14	106185955	106188864	-1
ENSG00000099910	KLHL22	22	20783528	20850170	-1
ENSG00000256229	ZNF486	19	20278037	20311299	1
ENSG00000116016	EPAS1	2	46520806	46613836	1
ENSG00000083168	KAT6A	8	41786997	41909508	-1
ENSG00000196867	ZFP28	19	57050317	57068169	1
ENSG00000260760	PWRN3	15	24686274	24693114	1
ENSG00000160183	TMPRSS3	21	43791999	43816955	-1
ENSG00000237111	IGHJ3P	14	106329626	106329675	-1
ENSG00000237547	IGHJ2P	14	106331003	106331062	-1
ENSG00000122678	POLM	7	44111846	44122139	-1
ENSG00000136827	TOR1A	9	132575223	132586413	-1
ENSG00000217128	FNIP1	5	130977407	131132710	-1
ENSG00000168811	IL12A	3	159706537	159713806	1
ENSG00000160072	ATAD3B	1	1407143	1433228	1
ENSG00000196453	ZNF777	7	149128454	149158214	-1
ENSG00000117697	NSL1	1	212899495	212965124	-1
ENSG00000180438	TPRXL	3	13978756	14124311	1
ENSG00000259905	PWRN1	15	24738284	24897277	1
ENSG00000237440	ZNF737	19	20718631	20748615	-1
ENSG00000170209	ANKK1	11	113258513	113271140	1
ENSG00000107736	CDH23	10	73156691	73575702	1
ENSG00000110171	TRIM3	11	6469843	6495689	-1
ENSG00000159248	GJD2	15	35043233	35047166	-1
ENSG00000122986	HVCN1	12	111065646	111142755	-1
ENSG00000113327	GABRG2	5	161494546	161582542	1
ENSG00000180209	MYLPF	16	30382255	30389312	1
ENSG00000065054	SLC9A3R2	16	2075357	2089027	1
ENSG00000197977	ELOVL2	6	10980992	11044547	-1
ENSG00000141682	PMAIP1	18	57567180	57571538	1
ENSG00000110700	RPS13	11	17095936	17099334	-1
ENSG00000227335	IGHJ1P	14	106331834	106331888	-1
ENSG00000188171	ZNF626	19	20802867	20844402	-1
ENSG00000089177	KIF16B	20	16252749	16554078	-1
ENSG00000159251	ACTC1	15	35080297	35088340	-1
ENSG00000174032	SLC25A30	13	45967451	45992590	-1
ENSG00000124216	SNAI1	20	48599536	48605423	1
ENSG00000254279	IGHVII-1-1	14	106411066	106411245	-1
ENSG00000112936	C7	5	40909354	40983041	1
ENSG00000233988	ADAM6	14	106435819	106438358	-1
ENSG00000221971	TTC4P1	7	46039220	46040377	-1
ENSG00000166603	MC4R	18	58038564	58040001	-1
ENSG00000163528	CHCHD4	3	14153580	14166370	-1
ENSG00000197016	ZNF470	19	57078880	57100279	1
ENSG00000224519	HMGN1P19	7	46674212	46674544	1
ENSG00000124208	TMEM189-UBE2V1	20	48697661	48770174	-1
ENSG00000184895	SRY	Y	2654896	2655740	-1
ENSG00000132581	SDF2	17	26975374	26989207	-1
ENSG00000242948	EPS15P1	7	46820971	46823041	1
ENSG00000176142	TMEM39A	3	119148347	119187677	-1
ENSG00000145736	GTF2H2	5	70330784	70363516	-1
ENSG00000180035	ZNF48	16	30389427	30411429	1
ENSG00000163157	TMOD4	1	151142462	151148760	-1
ENSG00000136819	C9orf78	9	132589569	132598142	-1
ENSG00000118004	COLEC11	2	3642426	3692048	1
ENSG00000160229	ZNF66	19	20959110	20991922	1
ENSG00000021645	NRXN3	14	78708734	80330762	1
ENSG00000158428	C2orf62	2	219221579	219232822	1
ENSG00000149295	DRD2	11	113280318	113346413	-1
ENSG00000223189	RNU6-177P	7	128267226	128267329	1
ENSG00000101542	CDH20	18	59000815	59223006	1
ENSG00000148832	PAOX	10	135192695	135205198	1
ENSG00000173889	PHC3	3	169804520	169899537	-1
ENSG00000185619	PCGF3	4	699537	764428	1
ENSG00000187391	MAGI2	7	77646393	79082890	-1
ENSG00000120068	HOXB8	17	46688739	46692478	-1
ENSG00000242552	MRPL42P4	7	47065726	47066168	-1
ENSG00000108294	PSMB3	17	36908989	36920484	1
ENSG00000180044	C3orf80	3	159943423	159945999	1
ENSG00000141101	NOB1	16	69775770	69788843	-1
ENSG00000197951	ZNF71	19	57106632	57137849	1
ENSG00000244687	UBE2V1	20	48697661	48732496	-1
ENSG00000253780	IGHVIII-2-1	14	106467677	106467967	-1
ENSG00000011405	PIK3C2A	11	17099277	17229530	-1
ENSG00000183580	FBXL7	5	15500305	15939900	1
ENSG00000170876	TMEM43	3	14166440	14185179	1
ENSG00000181220	ZNF746	7	149169885	149194908	-1
ENSG00000163807	KIAA1143	3	44779153	44803154	-1
ENSG00000170689	HOXB9	17	46698518	46703839	-1
ENSG00000180096	SEPT1	16	30389454	30407312	-1
ENSG00000146666	LINC00525	7	47801074	47806370	1
ENSG00000268182	SMIM17	19	57154513	57167134	1
ENSG00000145715	RASA1	5	86563705	86687748	1
ENSG00000110711	AIP	11	67250512	67258574	1
ENSG00000136152	COG3	13	46039060	46110765	1
ENSG00000148848	ADAM12	10	127700950	128077024	-1
ENSG00000100150	DEPDC5	22	32149944	32303012	1
ENSG00000127903	ZNF835	19	57174020	57183151	-1
ENSG00000129824	RPS4Y1	Y	2709527	2800041	1
ENSG00000021776	AQR	15	35147732	35262040	-1
ENSG00000226557	TRAF6P1	10	60896385	60897942	-1
ENSG00000188735	TMEM120B	12	122150658	122220907	1
ENSG00000243849	WDR52-AS1	3	113122838	113152839	1
ENSG00000115138	POMC	2	25383722	25391772	-1
ENSG00000271529	CICP14	7	128296016	128298845	-1
ENSG00000235469	MRPL50P4	10	61311162	61311636	-1
ENSG00000189051	RNF222	17	8294022	8301144	-1
ENSG00000204709	C6orf100	6	28911654	28912314	1
ENSG00000168274	HIST1H2AE	6	26217165	26217711	1
ENSG00000203705	TATDN3	1	212965170	212989968	1
ENSG00000253387	IGHVIII-5-1	14	106495898	106495996	-1
ENSG00000227877	LINC00948	10	61496753	61513203	-1
ENSG00000070718	AP3M2	8	42010464	42029191	1
ENSG00000157625	TAB3	X	30845559	30993201	-1
ENSG00000176714	CCDC121	2	27848506	27851879	-1
ENSG00000065057	NTHL1	16	2089816	2097867	-1
ENSG00000243420	RN7SL734P	12	76351614	76351910	-1
ENSG00000009694	TENM1	X	123509753	124097666	-1
ENSG00000197993	KEL	7	142638201	142659768	-1
ENSG00000140265	ZSCAN29	15	43650370	43663223	-1
ENSG00000197935	ZNF311	6	28962562	28973093	-1
ENSG00000119844	AFTPH	2	64751465	64820139	1
ENSG00000196966	HIST1H3E	6	26225383	26225844	1
ENSG00000179295	PTPN11	12	112856155	112947717	1
ENSG00000165632	TAF3	10	7860467	8058590	1
ENSG00000058799	YIPF1	1	54317392	54356407	-1
ENSG00000114770	ABCC5	3	183637722	183735803	-1
ENSG00000172294	CSPG4P4Y	Y	27624416	27632852	1
ENSG00000198876	DCAF12	9	34086385	34127397	-1
ENSG00000201041	RNA5SP242	7	128337493	128337610	1
ENSG00000136878	USP20	9	132596977	132644107	1
ENSG00000252866	RNA5SP243	7	128337764	128337798	1
ENSG00000018280	SLC11A1	2	219246752	219261617	1
ENSG00000104856	RELB	19	45504688	45541452	1
ENSG00000244218	RN7SL81P	7	128401391	128401625	1
ENSG00000169807	PRY2	Y	24217903	24242154	-1
ENSG00000124575	HIST1H1D	6	26234440	26235216	-1
ENSG00000224531	SMIM13	6	11094266	11138964	1
ENSG00000132446	FTHL17	X	31089360	31090170	-1
ENSG00000198327	HIST1H4F	6	26240561	26240976	1
ENSG00000166579	NDEL1	17	8316449	8393729	1
ENSG00000269699	ZIM2	19	57285920	57352097	-1
ENSG00000241061	RPL5P1	15	25154076	25154972	-1
ENSG00000184194	GPR173	X	53078273	53109797	1
ENSG00000187714	SLC18A3	10	50818347	50820765	1
ENSG00000166682	TMPRSS5	11	113558272	113577095	-1
ENSG00000252858	RNU6-1271P	12	76533347	76533451	1
ENSG00000240450	CSPG4P1Y	Y	27629055	27632852	1
ENSG00000105750	ZNF85	19	21106028	21133503	1
ENSG00000136732	GYPC	2	127413509	127454246	1
ENSG00000176641	RNF152	18	59475296	59561480	-1
ENSG00000183137	CEP57L1	6	109416313	109485135	1
ENSG00000178645	C10orf53	10	50887697	50918307	1
ENSG00000160185	UBASH3A	21	43824008	43867791	1
ENSG00000142235	LMTK3	19	48988528	49016446	-1
ENSG00000146826	C7orf43	7	99752043	99756338	-1
ENSG00000178217	SH2D4B	10	82297658	82406316	1
ENSG00000145362	ANK2	4	113739265	114304896	1
ENSG00000080511	RDH8	19	10123925	10132955	1
ENSG00000153165	RGPD3	2	107021446	107084832	-1
ENSG00000163159	VPS72	1	151142463	151167797	-1
ENSG00000163808	KIF15	3	44803209	44914868	1
ENSG00000184205	TSPYL2	X	53111549	53117722	1
ENSG00000139725	RHOF	12	122215664	122241309	-1
ENSG00000224078	SNHG14	15	25223730	25664609	1
ENSG00000198522	GPN1	2	27851114	27874375	1
ENSG00000223273	RN7SKP172	12	76709531	76709828	1
ENSG00000132254	ARFIP2	11	6496910	6502666	-1
ENSG00000164828	SUN1	7	855528	936072	1
ENSG00000068885	IFT80	3	159974774	160117668	-1
ENSG00000118620	ZNF430	19	21203426	21242856	1
ENSG00000110697	PITPNM1	11	67259239	67273734	-1
ENSG00000177879	AP3S1	5	115177178	115249778	1
ENSG00000088002	SULT2B1	19	49055332	49102682	1
ENSG00000271142	YWHAQP7	12	77013166	77013823	1
ENSG00000185633	NDUFA4L2	12	57628686	57634498	-1
ENSG00000125633	CCDC93	2	118673054	118771709	-1
ENSG00000137822	TUBGCP4	15	43661419	43699293	1
ENSG00000177300	CLDN22	4	184239220	184241927	-1
ENSG00000232352	SEMA3B-AS1	3	50304073	50304803	-1
ENSG00000033170	FUT8	14	65877310	66210839	1
ENSG00000113905	HRG	3	186378005	186396029	1
ENSG00000198157	HMGN5	X	80369200	80457441	-1
ENSG00000185758	CLDN24	4	184242917	184243579	-1
ENSG00000165006	UBAP1	9	34179003	34252521	1
ENSG00000130813	C19orf66	19	10196798	10203928	1
ENSG00000165837	FAM194B	13	46108657	46189874	-1
ENSG00000239453	SIDT1-AS1	3	113307595	113309036	-1
ENSG00000108239	TBC1D12	10	96162261	96295687	1
ENSG00000218823	PAPOLB	7	4897364	4901625	-1
ENSG00000110955	ATP5B	12	57031959	57039798	-1
ENSG00000081059	TCF7	5	133450402	133487556	1
ENSG00000265253	MIR4446	3	113313723	113313789	1
ENSG00000168564	CDKN2AIP	4	184365744	184369351	1
ENSG00000241529	RN7SL767P	3	113351551	113351827	1
ENSG00000108272	DHRS11	17	34948228	34957235	1
ENSG00000169800	RBMY1F	Y	24314689	24329129	-1
ENSG00000244617	ASPRV1	2	70187226	70189397	-1
ENSG00000258484	SPESP1	15	69110560	69239150	1
ENSG00000105523	FAM83E	19	49104067	49118111	-1
ENSG00000136297	MMD2	7	4945620	4998844	-1
ENSG00000169564	PCBP1	2	70314585	70316332	1
ENSG00000122872	ARL4P	10	62444263	62444967	1
ENSG00000164897	TMUB1	7	150778167	150780633	-1
ENSG00000223107	RNU2-72P	10	62672523	62672685	-1
ENSG00000159182	PRAC1	17	46799084	46799884	-1
ENSG00000227244	LINC00845	10	62776033	62786178	1
ENSG00000168556	ING2	4	184426147	184432249	1
ENSG00000197444	OGDHL	10	50942689	50970425	-1
ENSG00000251895	RNU6-976P	14	85206286	85206396	1
ENSG00000240940	RN7SL591P	10	64109768	64110048	1
ENSG00000104413	ESRP1	8	95653302	95719694	1
ENSG00000144747	TMF1	3	69068978	69101484	-1
ENSG00000234489	ALDH7A1P4	10	64500968	64501145	-1
ENSG00000183654	MARCH11	5	16067248	16180871	-1
ENSG00000174015	SPERT	13	46276446	46288694	1
ENSG00000160188	RSPH1	21	43892596	43916464	-1
ENSG00000199446	RNU6-543P	10	64869899	64870006	1
ENSG00000166974	MAPRE2	18	32556892	32723434	1
ENSG00000211452	DIO1	1	54356912	54376759	1
ENSG00000204704	OR2W1	6	29011990	29013017	-1
ENSG00000234369	TATDN1P1	10	64981915	64982805	1
ENSG00000086827	ZW10	11	113603909	113644533	-1
ENSG00000185523	C1orf227	1	213003483	213020991	-1
ENSG00000221063	MIR1296	10	65132717	65132808	-1
ENSG00000204703	OR2B3	6	29053985	29055090	-1
ENSG00000182552	RWDD4	4	184560788	184580378	-1
ENSG00000235816	PRELID1P3	10	65187057	65187713	1
ENSG00000179965	ZNF771	16	30418618	30440920	1
ENSG00000215475	SIAH3	13	46354405	46425871	-1
ENSG00000204702	OR2J1	6	29068386	29069658	1
ENSG00000187239	FNBP1	9	132649466	132805473	-1
ENSG00000272767	JMJD1C-AS1	10	65224989	65226323	1
ENSG00000012171	SEMA3B	3	50304990	50314977	1
ENSG00000050405	LIMA1	12	50569571	50677329	-1
ENSG00000115998	C2orf42	2	70377012	70475747	-1
ENSG00000244476	ERVFRD-1	6	11102722	11111965	-1
ENSG00000204701	OR2J3	6	29079668	29080603	1
ENSG00000232075	MRPL35P2	10	65394077	65394587	-1
ENSG00000272968	RBAK-RBAKDN	7	5023349	5112852	1
ENSG00000167985	SDHAF2	11	61197514	61215001	1
ENSG00000185482	STAC3	12	57637236	57644976	-1
ENSG00000221604	MIR1293	12	50627925	50627995	-1
ENSG00000212496	RNU6-1093P	12	50650021	50650127	-1
ENSG00000138080	EMILIN1	2	27301435	27309271	1
ENSG00000169851	PCDH7	4	30722037	31148422	1
ENSG00000162769	FLVCR1	1	213031597	213072705	1
ENSG00000199961	SNORD1B	17	74557191	74557274	1
ENSG00000070081	NUCB2	11	17229700	17371521	1
ENSG00000158806	NPM2	8	21881636	21894408	1
ENSG00000146587	RBAK	7	5085452	5109119	1
ENSG00000204385	SLC44A4	6	31830969	31846823	-1
ENSG00000114019	AMOTL2	3	134074716	134094321	-1
ENSG00000199735	RNU6-227P	17	74652402	74652504	1
ENSG00000130812	ANGPTL6	19	10203014	10213472	-1
ENSG00000207556	MIR636	17	74732532	74732630	-1
ENSG00000113328	CCNG1	5	162864575	162873157	1
ENSG00000200257	RNU6-97P	17	74748994	74749097	1
ENSG00000123200	ZC3H13	13	46528600	46626894	-1
ENSG00000267535	LINC00868	17	74846258	74857918	1
ENSG00000186638	KIF24	9	34252379	34329198	-1
ENSG00000113889	KNG1	3	186435065	186461743	1
ENSG00000111859	NEDD9	6	11183531	11382581	-1
ENSG00000160190	SLC37A1	21	43916118	44001550	1
ENSG00000198373	WWP2	16	69796209	69975644	1
ENSG00000240849	TMEM189	20	48697663	48770335	-1
ENSG00000104859	CLASRP	19	45542298	45574214	1
ENSG00000234912	LINC00338	17	75082798	75091068	1
ENSG00000135253	KCP	7	128502505	128550773	-1
ENSG00000196209	SIRPB2	20	1451386	1472233	-1
ENSG00000179958	DCTPP1	16	30434940	30441396	-1
ENSG00000198146	ZNF770	15	35270542	35280488	-1
ENSG00000171495	MROH2B	5	40998119	41071444	-1
ENSG00000099917	MED15	22	20850200	20941919	1
ENSG00000228607	CLDN25	11	113650469	113651222	1
ENSG00000081870	HSPB11	1	54382247	54411602	-1
ENSG00000197563	PIGN	18	59710800	59854351	-1
ENSG00000047365	ARAP2	4	35949843	36246131	-1
ENSG00000188375	H3F3C	12	31944123	31945175	-1
ENSG00000176204	LRRTM4	2	76974845	77820445	-1
ENSG00000087191	PSMC5	17	61904512	61909379	1
ENSG00000255346	NOX5	15	69222864	69355083	1
ENSG00000159184	HOXB13	17	46802125	46806540	-1
ENSG00000127957	PMS2P3	7	75132254	75157478	-1
